dispute_id,reason_code,amount,hours_remaining_at_creation,evidence_type,extracted_order_id,extracted_customer_name,extracted_date,extracted_address,true_order_id,true_customer_name,true_date,true_address,evidence_is_valid_label,tamper_flag_label,dispute_outcome_won_label,true_win_probability_declared_synthetic_only,evidence_completeness_at_submission,evidence_validity_rate_at_submission
disp_de16af84b10542,goods_services_not_as_described,44109.78,1.0,customer_communication,ORD497234,Priya Reddy,2026-08-01,"163 Main Rd, Bengaluru",ORD497234,Priya Reddy,2026-08-01,"163 Main Rd, Bengaluru",True,False,True,0.3761,0.75,0.333
disp_de16af84b10542,goods_services_not_as_described,44109.78,1.0,term_and_conditions,ORD497234,Priya Reddy,2026-08-01,"439 Cross St, Kochi",ORD497234,Priya Reddy,2026-08-01,"163 Main Rd, Bengaluru",False,False,True,0.3761,0.75,0.333
disp_75329e98cc1443,unrecognized_transaction,44852.67,32.0,customer_communication,ORD550938,Karthik Reddy,2026-08-01,"275 Main Rd, Bengaluru",ORD550938,Karthik Reddy,2026-08-01,"275 Main Rd, Bengaluru",True,False,True,0.7724,1.0,1.0
disp_75329e98cc1443,unrecognized_transaction,44852.67,32.0,access_activity_log,ORD550938,Karthik Reddy,2026-08-01,"275 Main Rd, Bengaluru",ORD550938,Karthik Reddy,2026-08-01,"275 Main Rd, Bengaluru",True,False,True,0.7724,1.0,1.0
disp_75329e98cc1443,unrecognized_transaction,44852.67,32.0,billing_proof,ORD550938,Karthik Reddy,2026-08-01,"275 Main Rd, Bengaluru",ORD550938,Karthik Reddy,2026-08-01,"275 Main Rd, Bengaluru",True,False,True,0.7724,1.0,1.0
disp_6a920b70780846,goods_services_not_as_described,46576.62,21.0,customer_communication,ORD380505,Sneha Gupta,2026-07-29,"415 Main Rd, Kochi",ORD594820,Sneha Gupta,2026-07-29,"415 Main Rd, Kochi",False,False,False,0.5203,0.75,0.667
disp_6a920b70780846,goods_services_not_as_described,46576.62,21.0,term_and_conditions,ORD594820,Sneha Gupta,2026-07-29,"415 Main Rd, Kochi",ORD594820,Sneha Gupta,2026-07-29,"415 Main Rd, Kochi",True,False,False,0.5203,0.75,0.667
disp_6a920b70780846,goods_services_not_as_described,46576.62,21.0,refund_cancellation_policy,ORD594820,Sneha Gupta,2026-07-29,"415 Main Rd, Kochi",ORD594820,Sneha Gupta,2026-07-29,"415 Main Rd, Kochi",True,False,False,0.5203,0.75,0.667
disp_21237dd4fecc40,subscription_cancelled,16362.76,37.0,cancellation_proof,ORD163521,Karthik Rao,2026-08-01,"308 Main Rd, Chennai",ORD163521,Karthik Rao,2026-08-01,"308 Main Rd, Chennai",True,False,True,0.7741,0.667,1.0
disp_21237dd4fecc40,subscription_cancelled,16362.76,37.0,term_and_conditions,ORD163521,Karthik Rao,2026-08-01,"308 Main Rd, Chennai",ORD163521,Karthik Rao,2026-08-01,"308 Main Rd, Chennai",True,False,True,0.7741,0.667,1.0
disp_ef048f48b4974c,credit_not_processed,33890.98,20.0,refund_confirmation,ORD854638,Karthik Krishnan,2026-08-04,"347 Main Rd, Bengaluru",ORD854638,Divya Reddy,2026-08-04,"347 Main Rd, Bengaluru",False,False,True,0.7054,1.0,0.5
disp_ef048f48b4974c,credit_not_processed,33890.98,20.0,refund_cancellation_policy,ORD854638,Divya Reddy,2026-08-04,"347 Main Rd, Bengaluru",ORD854638,Divya Reddy,2026-08-04,"347 Main Rd, Bengaluru",True,False,True,0.7054,1.0,0.5
disp_766b69f66eac46,duplicate_processing,42021.61,65.0,billing_proof,ORD185769,Amit Krishnan,2026-08-28,"885 Main Rd, Pune",ORD185769,Amit Krishnan,2026-08-02,"885 Main Rd, Pune",False,False,True,0.7264,1.0,0.5
disp_766b69f66eac46,duplicate_processing,42021.61,65.0,access_activity_log,ORD185769,Amit Krishnan,2026-08-02,"885 Main Rd, Pune",ORD185769,Amit Krishnan,2026-08-02,"885 Main Rd, Pune",True,False,True,0.7264,1.0,0.5
disp_849fc7ca196d4a,subscription_cancelled,32534.79,70.0,term_and_conditions,ORD127403,Karthik Iyer,2026-07-30,"403 Main Rd, Pune",ORD127403,Karthik Iyer,2026-07-30,"403 Main Rd, Pune",False,True,True,0.5336,0.667,0.5
disp_849fc7ca196d4a,subscription_cancelled,32534.79,70.0,access_activity_log,ORD127403,Karthik Iyer,2026-07-30,"403 Main Rd, Pune",ORD127403,Karthik Iyer,2026-07-30,"403 Main Rd, Pune",True,False,True,0.5336,0.667,0.5
disp_7a2caa08d18d4c,goods_services_not_received,31158.51,27.0,term_and_conditions,ORD621250,Priya Iyer,2026-08-06,"404 Main Rd, Kochi",ORD335513,Priya Iyer,2026-08-06,"404 Main Rd, Kochi",False,False,False,0.108,0.333,0.0
disp_4e58bb04d89842,credit_not_processed,16795.25,51.0,refund_cancellation_policy,ORD594435,Amit Sharma,2026-09-07,"966 Main Rd, Chennai",ORD594435,Amit Sharma,2026-08-16,"966 Main Rd, Chennai",False,False,False,0.5247,1.0,0.0
disp_4e58bb04d89842,credit_not_processed,16795.25,51.0,refund_confirmation,ORD594435,Priya Menon,2026-08-16,"966 Main Rd, Chennai",ORD594435,Amit Sharma,2026-08-16,"966 Main Rd, Chennai",False,False,False,0.5247,1.0,0.0
disp_549ac68facc949,credit_not_processed,45045.58,25.0,refund_cancellation_policy,ORD292878,Divya Menon,2026-08-05,"211 Cross St, Kochi",ORD292878,Divya Menon,2026-08-05,"859 Main Rd, Bengaluru",False,False,False,0.1565,0.5,0.0
disp_f91d7acba9bc4b,credit_not_processed,49329.23,38.0,refund_confirmation,ORD884388,Arjun Sharma,2026-08-13,"221 Main Rd, Delhi",ORD884388,Arjun Sharma,2026-08-13,"221 Main Rd, Delhi",True,False,True,0.8081,1.0,1.0
disp_f91d7acba9bc4b,credit_not_processed,49329.23,38.0,refund_cancellation_policy,ORD884388,Arjun Sharma,2026-08-13,"221 Main Rd, Delhi",ORD884388,Arjun Sharma,2026-08-13,"221 Main Rd, Delhi",True,False,True,0.8081,1.0,1.0
disp_16cdf928455040,goods_services_not_received,53395.9,5.0,shipping_proof,ORD529914,Meera Sharma,2026-07-29,"422 Main Rd, Pune",ORD529914,Meera Sharma,2026-07-29,"422 Main Rd, Pune",True,False,False,0.3872,0.333,1.0
disp_d8680a418bcf4e,goods_services_not_received,43245.71,27.0,term_and_conditions,ORD466901,Sneha Menon,2026-08-12,"411 Main Rd, Kochi",ORD466901,Rahul Iyer,2026-08-12,"411 Main Rd, Kochi",False,False,True,0.5361,1.0,0.333
disp_d8680a418bcf4e,goods_services_not_received,43245.71,27.0,customer_communication,ORD466901,Rahul Iyer,2026-08-12,"411 Main Rd, Kochi",ORD466901,Rahul Iyer,2026-08-12,"411 Main Rd, Kochi",True,False,True,0.5361,1.0,0.333
disp_d8680a418bcf4e,goods_services_not_received,43245.71,27.0,shipping_proof,ORD466901,Rahul Iyer,2026-08-12,"854 Cross St, Delhi",ORD466901,Rahul Iyer,2026-08-12,"411 Main Rd, Kochi",False,False,True,0.5361,1.0,0.333
disp_87574c874fcc47,goods_services_not_received,57323.3,11.0,customer_communication,ORD147805,Arjun Iyer,2026-08-08,"746 Main Rd, Chennai",ORD147805,Arjun Iyer,2026-08-08,"746 Main Rd, Chennai",True,False,True,0.4224,0.667,0.5
disp_87574c874fcc47,goods_services_not_received,57323.3,11.0,shipping_proof,ORD147805,Arjun Iyer,2026-08-08,"11 Cross St, Mumbai",ORD147805,Arjun Iyer,2026-08-08,"746 Main Rd, Chennai",False,False,True,0.4224,0.667,0.5
disp_87574c874fcc47,goods_services_not_received,57323.3,11.0,proof_of_service,ORD147805,Arjun Iyer,2026-08-08,"746 Main Rd, Chennai",ORD147805,Arjun Iyer,2026-08-08,"746 Main Rd, Chennai",True,False,True,0.4224,0.667,0.5
disp_150e920862b342,duplicate_processing,49932.23,6.0,access_activity_log,ORD269397,Rahul Nair,2026-07-28,"543 Main Rd, Hyderabad",ORD269397,Rahul Nair,2026-07-28,"543 Main Rd, Hyderabad",True,False,True,0.5537,1.0,0.5
disp_150e920862b342,duplicate_processing,49932.23,6.0,billing_proof,ORD751002,Rahul Nair,2026-07-28,"543 Main Rd, Hyderabad",ORD269397,Rahul Nair,2026-07-28,"543 Main Rd, Hyderabad",False,False,True,0.5537,1.0,0.5
disp_688e839d9b4e41,goods_services_not_as_described,56104.83,13.0,refund_cancellation_policy,ORD986709,Sneha Menon,2026-08-14,"63 Cross St, Pune",ORD986709,Sneha Menon,2026-08-14,"514 Main Rd, Pune",False,False,False,0.5033,0.75,0.667
disp_688e839d9b4e41,goods_services_not_as_described,56104.83,13.0,shipping_proof,ORD986709,Sneha Menon,2026-08-14,"514 Main Rd, Pune",ORD986709,Sneha Menon,2026-08-14,"514 Main Rd, Pune",True,False,False,0.5033,0.75,0.667
disp_688e839d9b4e41,goods_services_not_as_described,56104.83,13.0,term_and_conditions,ORD986709,Sneha Menon,2026-08-14,"514 Main Rd, Pune",ORD986709,Sneha Menon,2026-08-14,"514 Main Rd, Pune",True,False,False,0.5033,0.75,0.667
disp_12adb6aad0214e,goods_services_not_as_described,29092.87,18.0,term_and_conditions,ORD500721,Rahul Iyer,2026-07-31,"332 Main Rd, Kochi",ORD500721,Rahul Iyer,2026-07-31,"332 Main Rd, Kochi",True,False,True,0.4609,0.25,1.0
disp_12adb6aad0214e,goods_services_not_as_described,29092.87,18.0,cancellation_proof,ORD500721,Rahul Iyer,2026-08-03,"332 Main Rd, Kochi",ORD500721,Rahul Iyer,2026-07-31,"332 Main Rd, Kochi",False,False,True,0.4609,0.25,1.0
disp_7d25a0f2228848,subscription_cancelled,8384.94,66.0,access_activity_log,ORD269420,Priya Menon,2026-08-17,"95 Main Rd, Chennai",ORD269420,Priya Menon,2026-08-17,"95 Main Rd, Chennai",True,False,True,0.7672,1.0,0.333
disp_7d25a0f2228848,subscription_cancelled,8384.94,66.0,term_and_conditions,ORD269420,Priya Menon,2026-08-17,"95 Main Rd, Chennai",ORD269420,Priya Menon,2026-08-17,"95 Main Rd, Chennai",False,True,True,0.7672,1.0,0.333
disp_7d25a0f2228848,subscription_cancelled,8384.94,66.0,cancellation_proof,ORD269420,Priya Menon,2026-08-17,"488 Cross St, Kochi",ORD269420,Priya Menon,2026-08-17,"95 Main Rd, Chennai",False,False,True,0.7672,1.0,0.333
disp_c431308fa56b46,credit_not_processed,47422.77,15.0,refund_confirmation,ORD549527,Sneha Iyer,2026-08-08,"245 Main Rd, Hyderabad",ORD549527,Sneha Iyer,2026-08-08,"245 Main Rd, Hyderabad",True,False,False,0.4973,0.5,1.0
disp_c8420c004d0542,unrecognized_transaction,17395.55,43.0,billing_proof,ORD277544,Sneha Nair,2026-08-15,"122 Main Rd, Mumbai",ORD277544,Sneha Nair,2026-08-08,"122 Main Rd, Mumbai",False,False,False,0.2018,0.333,0.0
disp_4d87ada314bc4a,unrecognized_transaction,33098.12,1.0,access_activity_log,ORD554392,Amit Rao,2026-07-27,"758 Cross St, Mumbai",ORD554392,Amit Rao,2026-07-27,"69 Main Rd, Delhi",False,False,False,0.4854,0.667,0.5
disp_4d87ada314bc4a,unrecognized_transaction,33098.12,1.0,billing_proof,ORD554392,Amit Rao,2026-07-27,"69 Main Rd, Delhi",ORD554392,Amit Rao,2026-07-27,"69 Main Rd, Delhi",True,False,False,0.4854,0.667,0.5
disp_db2df29dff9249,duplicate_processing,36034.04,29.0,access_activity_log,ORD855670,Priya Krishnan,2026-08-02,"598 Main Rd, Hyderabad",ORD855670,Priya Krishnan,2026-08-02,"598 Main Rd, Hyderabad",False,True,True,0.646,1.0,0.5
disp_db2df29dff9249,duplicate_processing,36034.04,29.0,billing_proof,ORD855670,Priya Krishnan,2026-08-02,"598 Main Rd, Hyderabad",ORD855670,Priya Krishnan,2026-08-02,"598 Main Rd, Hyderabad",True,False,True,0.646,1.0,0.5
disp_5132f70f0c3c46,duplicate_processing,56375.27,24.0,billing_proof,ORD719548,Divya Rao,2026-08-14,"463 Main Rd, Mumbai",ORD719548,Divya Rao,2026-08-14,"463 Main Rd, Mumbai",True,False,True,0.8151,1.0,1.0
disp_5132f70f0c3c46,duplicate_processing,56375.27,24.0,access_activity_log,ORD719548,Divya Rao,2026-08-14,"463 Main Rd, Mumbai",ORD719548,Divya Rao,2026-08-14,"463 Main Rd, Mumbai",True,False,True,0.8151,1.0,1.0
disp_493a856431d640,credit_not_processed,22016.71,15.0,refund_confirmation,ORD795559,Karthik Nair,2026-08-13,"779 Main Rd, Pune",ORD508647,Karthik Nair,2026-08-13,"779 Main Rd, Pune",False,False,False,0.3924,1.0,0.0
disp_493a856431d640,credit_not_processed,22016.71,15.0,refund_cancellation_policy,ORD508647,Karthik Nair,2026-08-19,"779 Main Rd, Pune",ORD508647,Karthik Nair,2026-08-13,"779 Main Rd, Pune",False,False,False,0.3924,1.0,0.0
disp_b6a48737179c48,credit_not_processed,47353.47,35.0,refund_confirmation,ORD779772,Karthik Nair,2026-08-01,"267 Main Rd, Chennai",ORD779772,Karthik Nair,2026-08-01,"267 Main Rd, Chennai",True,False,False,0.8011,1.0,1.0
disp_b6a48737179c48,credit_not_processed,47353.47,35.0,refund_cancellation_policy,ORD779772,Karthik Nair,2026-08-01,"267 Main Rd, Chennai",ORD779772,Karthik Nair,2026-08-01,"267 Main Rd, Chennai",True,False,False,0.8011,1.0,1.0
disp_44fea2f480f245,goods_services_not_as_described,11934.35,21.0,shipping_proof,ORD247554,Rahul Krishnan,2026-07-31,"418 Main Rd, Bengaluru",ORD247554,Rahul Krishnan,2026-07-31,"418 Main Rd, Bengaluru",True,False,True,0.4904,0.25,1.0
disp_1b7ba8b017f641,goods_services_not_as_described,17392.56,5.0,term_and_conditions,ORD255276,Amit Nair,2026-07-31,"570 Main Rd, Bengaluru",ORD255276,Amit Nair,2026-07-31,"570 Main Rd, Bengaluru",True,False,False,0.7258,0.75,1.0
disp_1b7ba8b017f641,goods_services_not_as_described,17392.56,5.0,customer_communication,ORD255276,Amit Nair,2026-07-31,"570 Main Rd, Bengaluru",ORD255276,Amit Nair,2026-07-31,"570 Main Rd, Bengaluru",True,False,False,0.7258,0.75,1.0
disp_1b7ba8b017f641,goods_services_not_as_described,17392.56,5.0,shipping_proof,ORD255276,Amit Nair,2026-07-31,"570 Main Rd, Bengaluru",ORD255276,Amit Nair,2026-07-31,"570 Main Rd, Bengaluru",True,False,False,0.7258,0.75,1.0
disp_0ecd095dadc345,goods_services_not_received,7391.41,41.0,shipping_proof,ORD966168,Arjun Krishnan,2026-08-16,"620 Main Rd, Kochi",ORD861570,Arjun Krishnan,2026-08-16,"620 Main Rd, Kochi",False,False,True,0.5777,0.667,0.5
disp_0ecd095dadc345,goods_services_not_received,7391.41,41.0,term_and_conditions,ORD861570,Arjun Krishnan,2026-08-16,"620 Main Rd, Kochi",ORD861570,Arjun Krishnan,2026-08-16,"620 Main Rd, Kochi",True,False,True,0.5777,0.667,0.5
disp_524be819dcea4a,credit_not_processed,17711.46,4.0,refund_cancellation_policy,ORD272734,Amit Sharma,2026-08-13,"811 Main Rd, Delhi",ORD272734,Amit Sharma,2026-08-13,"811 Main Rd, Delhi",True,False,False,0.6524,1.0,0.5
disp_524be819dcea4a,credit_not_processed,17711.46,4.0,refund_confirmation,ORD272734,Rahul Iyer,2026-08-13,"811 Main Rd, Delhi",ORD272734,Amit Sharma,2026-08-13,"811 Main Rd, Delhi",False,False,False,0.6524,1.0,0.5
disp_3827e8362cb24c,unrecognized_transaction,36989.23,61.0,customer_communication,ORD846895,Divya Reddy,2026-08-20,"309 Main Rd, Chennai",ORD846895,Divya Reddy,2026-08-08,"309 Main Rd, Chennai",False,False,False,0.1849,0.333,0.0
disp_900e6a4b10024a,credit_not_processed,38672.78,64.0,refund_confirmation,ORD868358,Amit Sharma,2026-08-08,"180 Main Rd, Chennai",ORD868358,Amit Sharma,2026-08-08,"180 Main Rd, Chennai",True,False,True,0.5496,0.5,1.0
disp_5a8548204ea848,subscription_cancelled,49522.49,2.0,term_and_conditions,ORD587230,Priya Nair,2026-08-10,"100 Main Rd, Bengaluru",ORD587230,Priya Nair,2026-08-10,"100 Main Rd, Bengaluru",True,False,True,0.7372,1.0,1.0
disp_5a8548204ea848,subscription_cancelled,49522.49,2.0,access_activity_log,ORD587230,Priya Nair,2026-08-10,"100 Main Rd, Bengaluru",ORD587230,Priya Nair,2026-08-10,"100 Main Rd, Bengaluru",True,False,True,0.7372,1.0,1.0
disp_5a8548204ea848,subscription_cancelled,49522.49,2.0,cancellation_proof,ORD587230,Priya Nair,2026-08-10,"100 Main Rd, Bengaluru",ORD587230,Priya Nair,2026-08-10,"100 Main Rd, Bengaluru",True,False,True,0.7372,1.0,1.0
disp_69a84e84f91948,unrecognized_transaction,18710.63,54.0,customer_communication,ORD974633,Meera Gupta,2026-08-07,"607 Main Rd, Hyderabad",ORD461214,Meera Gupta,2026-08-07,"607 Main Rd, Hyderabad",False,False,False,0.2043,0.333,0.0
disp_43d1448233d045,unrecognized_transaction,31429.4,6.0,access_activity_log,ORD151211,Arjun Gupta,2026-07-28,"916 Main Rd, Bengaluru",ORD151211,Arjun Gupta,2026-07-28,"916 Main Rd, Bengaluru",True,False,True,0.6204,1.0,0.667
disp_43d1448233d045,unrecognized_transaction,31429.4,6.0,billing_proof,ORD151211,Arjun Gupta,2026-07-28,"916 Main Rd, Bengaluru",ORD151211,Arjun Gupta,2026-07-28,"916 Main Rd, Bengaluru",True,False,True,0.6204,1.0,0.667
disp_43d1448233d045,unrecognized_transaction,31429.4,6.0,customer_communication,ORD151211,Arjun Gupta,2026-07-28,"775 Cross St, Mumbai",ORD151211,Arjun Gupta,2026-07-28,"916 Main Rd, Bengaluru",False,False,True,0.6204,1.0,0.667
disp_43d1448233d045,unrecognized_transaction,31429.4,6.0,shipping_proof,ORD151211,Arjun Gupta,2026-07-28,"916 Main Rd, Bengaluru",ORD151211,Arjun Gupta,2026-07-28,"916 Main Rd, Bengaluru",True,False,True,0.6204,1.0,0.667
disp_5343dc7d1bac45,duplicate_processing,25386.15,18.0,access_activity_log,ORD565734,Karthik Iyer,2026-08-13,"949 Main Rd, Bengaluru",ORD565734,Karthik Iyer,2026-08-13,"949 Main Rd, Bengaluru",True,False,True,0.6314,0.5,1.0
disp_979922a1eb8b40,subscription_cancelled,24208.86,24.0,cancellation_proof,ORD636900,Arjun Reddy,2026-08-17,"491 Main Rd, Pune",ORD636900,Arjun Reddy,2026-08-17,"491 Main Rd, Pune",True,False,True,0.8199,1.0,1.0
disp_979922a1eb8b40,subscription_cancelled,24208.86,24.0,access_activity_log,ORD636900,Arjun Reddy,2026-08-17,"491 Main Rd, Pune",ORD636900,Arjun Reddy,2026-08-17,"491 Main Rd, Pune",True,False,True,0.8199,1.0,1.0
disp_979922a1eb8b40,subscription_cancelled,24208.86,24.0,term_and_conditions,ORD636900,Arjun Reddy,2026-08-17,"491 Main Rd, Pune",ORD636900,Arjun Reddy,2026-08-17,"491 Main Rd, Pune",True,False,True,0.8199,1.0,1.0
disp_e19f0b38d7ac42,unrecognized_transaction,54106.77,11.0,billing_proof,ORD387211,Amit Reddy,2026-08-08,"762 Main Rd, Bengaluru",ORD808116,Amit Reddy,2026-08-08,"762 Main Rd, Bengaluru",False,False,False,0.1088,0.333,0.0
disp_5eea4d9d523147,duplicate_processing,24200.06,4.0,access_activity_log,ORD855128,Divya Gupta,2026-09-08,"253 Main Rd, Kochi",ORD855128,Divya Gupta,2026-08-14,"253 Main Rd, Kochi",False,False,False,0.2104,0.5,0.0
disp_bef66676864846,credit_not_processed,10290.26,29.0,refund_confirmation,ORD948290,Divya Menon,2026-07-30,"167 Main Rd, Mumbai",ORD948290,Karthik Sharma,2026-07-30,"167 Main Rd, Mumbai",False,False,True,0.752,1.0,0.5
disp_bef66676864846,credit_not_processed,10290.26,29.0,refund_cancellation_policy,ORD948290,Karthik Sharma,2026-07-30,"167 Main Rd, Mumbai",ORD948290,Karthik Sharma,2026-07-30,"167 Main Rd, Mumbai",True,False,True,0.752,1.0,0.5
disp_baef20f797bc4f,subscription_cancelled,17132.28,12.0,term_and_conditions,ORD949797,Amit Rao,2026-07-31,"232 Main Rd, Chennai",ORD949797,Amit Rao,2026-07-31,"232 Main Rd, Chennai",False,True,False,0.1716,0.333,0.0
disp_61ed2a1d7d9b42,goods_services_not_received,2073.35,23.0,customer_communication,ORD409844,Amit Nair,2026-08-02,"850 Main Rd, Bengaluru",ORD409844,Amit Nair,2026-08-02,"850 Main Rd, Bengaluru",True,False,True,0.5571,0.333,1.0
disp_aa02fb9b1f804b,subscription_cancelled,12990.01,28.0,access_activity_log,ORD719016,Amit Rao,2026-08-04,"392 Main Rd, Hyderabad",ORD719016,Amit Rao,2026-08-10,"392 Main Rd, Hyderabad",False,False,False,0.1979,0.333,0.0
disp_3bb47670021849,unrecognized_transaction,56288.45,29.0,billing_proof,ORD624405,Rahul Menon,2026-08-12,"545 Main Rd, Kochi",ORD624405,Rahul Menon,2026-08-12,"545 Main Rd, Kochi",False,True,True,0.2514,0.667,0.0
disp_3bb47670021849,unrecognized_transaction,56288.45,29.0,customer_communication,ORD624405,Rahul Menon,2026-08-12,"545 Main Rd, Kochi",ORD624405,Rahul Menon,2026-08-12,"545 Main Rd, Kochi",False,True,True,0.2514,0.667,0.0
disp_3bb47670021849,unrecognized_transaction,56288.45,29.0,refund_confirmation,ORD624405,Sneha Gupta,2026-08-12,"545 Main Rd, Kochi",ORD624405,Rahul Menon,2026-08-12,"545 Main Rd, Kochi",False,False,True,0.2514,0.667,0.0
disp_bc17bc137aa245,goods_services_not_received,11436.52,9.0,term_and_conditions,ORD164795,Rahul Sharma,2026-08-26,"662 Main Rd, Chennai",ORD164795,Rahul Sharma,2026-07-29,"662 Main Rd, Chennai",False,False,False,0.7514,1.0,0.667
disp_bc17bc137aa245,goods_services_not_received,11436.52,9.0,customer_communication,ORD164795,Rahul Sharma,2026-07-29,"662 Main Rd, Chennai",ORD164795,Rahul Sharma,2026-07-29,"662 Main Rd, Chennai",True,False,False,0.7514,1.0,0.667
disp_bc17bc137aa245,goods_services_not_received,11436.52,9.0,shipping_proof,ORD164795,Rahul Sharma,2026-07-29,"662 Main Rd, Chennai",ORD164795,Rahul Sharma,2026-07-29,"662 Main Rd, Chennai",True,False,False,0.7514,1.0,0.667
disp_bc17bc137aa245,goods_services_not_received,11436.52,9.0,cancellation_proof,ORD164795,Rahul Sharma,2026-07-29,"662 Main Rd, Chennai",ORD164795,Rahul Sharma,2026-07-29,"662 Main Rd, Chennai",True,False,False,0.7514,1.0,0.667
disp_38feb61cb33b4d,duplicate_processing,48807.78,18.0,billing_proof,ORD424119,Rahul Krishnan,2026-07-29,"594 Main Rd, Hyderabad",ORD424119,Rahul Krishnan,2026-07-29,"594 Main Rd, Hyderabad",True,False,False,0.5945,0.5,1.0
disp_38feb61cb33b4d,duplicate_processing,48807.78,18.0,explanation_letter,ORD424119,Rahul Krishnan,2026-07-29,"594 Main Rd, Hyderabad",ORD424119,Rahul Krishnan,2026-07-29,"594 Main Rd, Hyderabad",True,False,False,0.5945,0.5,1.0
disp_0f51d3e76e9e4e,credit_not_processed,32301.24,57.0,refund_cancellation_policy,ORD758007,Meera Krishnan,2026-08-17,"939 Main Rd, Kochi",ORD758007,Meera Krishnan,2026-07-28,"939 Main Rd, Kochi",False,False,True,0.2359,0.5,0.0
disp_79ac3a14e3f746,unrecognized_transaction,42108.33,55.0,billing_proof,ORD893705,Divya Reddy,2026-08-08,"694 Main Rd, Hyderabad",ORD893705,Divya Reddy,2026-08-08,"694 Main Rd, Hyderabad",True,False,False,0.5841,0.333,1.0
disp_54059361d52242,duplicate_processing,25376.38,42.0,billing_proof,ORD961265,Amit Krishnan,2026-08-16,"664 Main Rd, Kochi",ORD461340,Amit Krishnan,2026-08-16,"664 Main Rd, Kochi",False,False,True,0.2801,0.5,0.0
disp_2835702cc4054b,goods_services_not_received,15131.44,62.0,shipping_proof,ORD794346,Priya Sharma,2026-08-04,"160 Main Rd, Bengaluru",ORD794346,Priya Sharma,2026-08-04,"160 Main Rd, Bengaluru",True,False,True,0.8832,1.0,1.0
disp_2835702cc4054b,goods_services_not_received,15131.44,62.0,customer_communication,ORD794346,Priya Sharma,2026-08-04,"160 Main Rd, Bengaluru",ORD794346,Priya Sharma,2026-08-04,"160 Main Rd, Bengaluru",True,False,True,0.8832,1.0,1.0
disp_2835702cc4054b,goods_services_not_received,15131.44,62.0,term_and_conditions,ORD794346,Priya Sharma,2026-08-04,"160 Main Rd, Bengaluru",ORD794346,Priya Sharma,2026-08-04,"160 Main Rd, Bengaluru",True,False,True,0.8832,1.0,1.0
disp_5f95e9fb252b44,duplicate_processing,7824.7,37.0,billing_proof,ORD242064,Amit Reddy,2026-08-10,"701 Main Rd, Delhi",ORD242064,Amit Reddy,2026-08-10,"701 Main Rd, Delhi",True,False,False,0.8764,1.0,1.0
disp_5f95e9fb252b44,duplicate_processing,7824.7,37.0,access_activity_log,ORD242064,Amit Reddy,2026-08-10,"701 Main Rd, Delhi",ORD242064,Amit Reddy,2026-08-10,"701 Main Rd, Delhi",True,False,False,0.8764,1.0,1.0
disp_9bccb88b1a2246,credit_not_processed,9557.2,10.0,refund_confirmation,ORD622170,Priya Iyer,2026-08-10,"293 Main Rd, Kochi",ORD622170,Priya Iyer,2026-08-10,"293 Main Rd, Kochi",True,False,False,0.6981,1.0,0.5
disp_9bccb88b1a2246,credit_not_processed,9557.2,10.0,refund_cancellation_policy,ORD622170,Amit Reddy,2026-08-10,"293 Main Rd, Kochi",ORD622170,Priya Iyer,2026-08-10,"293 Main Rd, Kochi",False,False,False,0.6981,1.0,0.5
disp_9bccb88b1a2246,credit_not_processed,9557.2,10.0,customer_communication,ORD622170,Priya Iyer,2026-08-10,"293 Main Rd, Kochi",ORD622170,Priya Iyer,2026-08-10,"293 Main Rd, Kochi",True,False,False,0.6981,1.0,0.5
disp_9aed05d9299d47,duplicate_processing,8045.19,64.0,access_activity_log,ORD461317,Karthik Rao,2026-08-04,"628 Main Rd, Bengaluru",ORD461317,Karthik Rao,2026-08-04,"628 Main Rd, Bengaluru",True,False,True,0.9054,1.0,1.0
disp_9aed05d9299d47,duplicate_processing,8045.19,64.0,billing_proof,ORD461317,Karthik Rao,2026-08-04,"628 Main Rd, Bengaluru",ORD461317,Karthik Rao,2026-08-04,"628 Main Rd, Bengaluru",True,False,True,0.9054,1.0,1.0
disp_fc8cba1aedb645,unrecognized_transaction,6352.53,24.0,customer_communication,ORD457383,Sneha Nair,2026-08-15,"43 Main Rd, Chennai",ORD457383,Sneha Nair,2026-08-15,"43 Main Rd, Chennai",True,False,True,0.5869,0.667,0.5
disp_fc8cba1aedb645,unrecognized_transaction,6352.53,24.0,billing_proof,ORD457383,Sneha Nair,2026-08-15,"403 Cross St, Mumbai",ORD457383,Sneha Nair,2026-08-15,"43 Main Rd, Chennai",False,False,True,0.5869,0.667,0.5
disp_60cea55fc17e4b,goods_services_not_as_described,19297.4,50.0,customer_communication,ORD166703,Amit Krishnan,2026-08-06,"188 Main Rd, Mumbai",ORD166703,Amit Krishnan,2026-08-06,"188 Main Rd, Mumbai",True,False,True,0.762,0.75,1.0
disp_60cea55fc17e4b,goods_services_not_as_described,19297.4,50.0,shipping_proof,ORD166703,Amit Krishnan,2026-08-06,"188 Main Rd, Mumbai",ORD166703,Amit Krishnan,2026-08-06,"188 Main Rd, Mumbai",True,False,True,0.762,0.75,1.0
disp_60cea55fc17e4b,goods_services_not_as_described,19297.4,50.0,term_and_conditions,ORD166703,Amit Krishnan,2026-08-06,"188 Main Rd, Mumbai",ORD166703,Amit Krishnan,2026-08-06,"188 Main Rd, Mumbai",True,False,True,0.762,0.75,1.0
